source,latitude,longitude,requested_datetime,updated_datetime,closed_date,description,address
Police Report,39.16632462,-86.52874756,2014-06-13T21:50:21-04:00,2016-09-11T22:02:05-04:00,2014-06-16T15:43:29-04:00,"Unknown subject used red spray paint on the west side of the building, the word ""ratz"".","422 E Kirkwood AVE, Bloomington, IN, 47408"
Police Report,39.17153931,-86.53009796,2014-06-13T21:53:49-04:00,2016-09-11T22:02:05-04:00,2014-06-27T14:57:51-04:00,"Two subjects spray pained on the side of building, the word ""Acer.""","318 E 10th ST, Bloomington, IN, 47408"
Police Report,39.15288162,-86.53668213,2014-06-13T21:55:54-04:00,2016-09-11T22:02:05-04:00,2014-06-23T07:17:38-04:00,Unknown subject used a large black marker and wrote on the Storage Express sign.,"301 W Patterson DR, Bloomington, IN, 47403"
Police Report,39.15911484,-86.53450775,2014-06-13T21:59:31-04:00,2016-09-11T22:02:05-04:00,2014-06-16T09:20:52-04:00,Penske Rental reported that four of their cargo vans were spray pained with white spray paint.,"115 W 1st ST, Bloomington, IN, 47403"
Police Report,39.15642548,-86.49563599,2014-06-13T22:08:21-04:00,2016-09-11T22:02:05-04:00,2014-06-16T09:18:47-04:00,"East exterior wall of Pier 1 Imports was spray painted with black spray paint with the words ""Nasto"" small letters TCA and the number 212.","849 S Auto Mall RD, Bloomington, IN, 47401"
Police Report,,,2014-06-13T22:19:32-04:00,2016-09-11T22:02:05-04:00,2014-06-16T09:17:05-04:00,"Bruster's Ice Cream East had black spray paint on the west wall with the words ""Nasto"" ""Dianto"" and the numbers 212/212. On North wall was the letters ""TCA"" and ""Dianto Nasto TCA"".","4531 E 3rd ST, Bloomington, IN"
Police Report,39.13579559,-86.53616333,2014-06-13T22:23:02-04:00,2016-09-11T22:02:05-04:00,2014-06-23T07:16:44-04:00,"Park bench spray painted with black spray paint with the words ""Fuck cops.""","301 W Country Club DR, Bloomington, IN, 47403"
Police Report,39.15935898,-86.49617004,2014-06-13T22:26:18-04:00,2016-09-11T22:02:05-04:00,2014-06-16T09:09:39-04:00,"Unknown subject used black spray paint and spray painted the words ""Paris"" and ""Fermer"" on the storage shed belonging to Bed Bath & Beyond.","731 S College Mall RD, Bloomington, IN, 47401"
Other,,,2014-06-15T14:16:09-04:00,2016-09-11T22:02:05-04:00,2014-06-16T15:36:13-04:00,The graffiti in this ally is out of control and new stuff is added daily.,
Other,39.16775131,-86.53665161,2014-06-16T20:55:49-04:00,2016-09-11T22:02:05-04:00,2014-06-19T14:46:54-04:00,Offensive graffiti on b-line. Please clean this up.,"310 W 6th ST, Bloomington, IN, 47404"
Other,39.16550827,-86.53420258,2014-06-24T15:15:25-04:00,2016-09-11T22:02:05-04:00,2014-06-24T15:19:26-04:00,Tags on the 4th st garage.,"101дус159 W 4th St, Bloomington, IN"
Other,39.16969299,-86.52885437,2014-06-27T09:55:39-04:00,2016-09-11T22:02:05-04:00,2014-06-27T14:53:44-04:00,Tag on city trash can.,"413 E 8th ST, Bloomington, IN, 47408"
Other,39.16999054,-86.5331955,2014-06-27T11:00:50-04:00,2016-09-11T22:02:05-04:00,2014-06-27T14:52:40-04:00,Tag on painted signal box.,"400 N Walnut St, Bloomington, IN"
Other,39.16516113,-86.52973938,2014-07-01T09:08:42-04:00,2016-09-11T22:02:05-04:00,2014-07-01T14:49:22-04:00,Tag on retaining wall.,"201дус217 S Grant St, Bloomington, IN"
Other,39.17176819,-86.53800964,2014-07-01T10:54:21-04:00,2016-09-11T22:02:05-04:00,2014-07-01T14:39:23-04:00,Tag on concrete wall.,"496дус498 W 10th St, Bloomington, IN"
Other,39.16805267,-86.53639984,2014-07-01T11:41:06-04:00,2016-09-11T22:02:05-04:00,2014-07-01T14:36:26-04:00,Tag on the B-line side of the bank.,"300 W 6th ST, Bloomington, IN, 47404"
Other,39.17313766,-86.54084015,2014-07-01T23:32:56-04:00,2016-09-11T22:02:05-04:00,2014-07-02T15:36:34-04:00,The underpass just northwest of Bender Lumber has more graffiti as well as the overpass on Madison/Rogers just south of 14th street.,"518-694 West 11th Street, Bloomington, IN"
Other,39.17332077,-86.54144287,2014-07-02T13:57:01-04:00,2016-09-11T22:02:05-04:00,2014-07-02T15:34:41-04:00,Tag on retaining wall.,"612дус798 W 11th St, Bloomington, IN"
Other,39.16550064,-86.53420258,2014-07-02T14:08:05-04:00,2016-09-11T22:02:05-04:00,2014-07-02T15:33:15-04:00,Kill cops on parking garage.,"101дус159 W 4th St, Bloomington, IN"
Other,39.1686821,-86.53311157,2014-07-02T14:39:11-04:00,2016-09-11T22:02:05-04:00,2014-07-02T15:31:46-04:00,Tags in the stairwell of walnut street garage.,"101дус199 E 7th St, Bloomington, IN"
Police Report,39.16893768,-86.53264618,2014-07-04T16:52:33-04:00,2016-09-11T22:02:05-04:00,2014-07-07T15:09:03-04:00,AT& T building vandalized with black spray paint on the east side of building. Also several spots of red paint.,"301 N Washington ST, Bloomington, IN, 47408"
Police Report,39.16064453,-86.53317261,2014-07-04T17:11:13-04:00,2016-09-11T22:02:05-04:00,2014-07-18T15:19:16-04:00,"Stahl Furniture reported that an unknown subject spray painted the rear of the business on the east wall with the word ""JAKEWAY"" in red spray paint and the works ""SAHARA MART PARKING"" in pink spray paint with an arrow pointed North.","515 S Walnut ST, Bloomington, IN, 47401"
Other,39.13578415,-86.51569366,2014-07-09T09:38:38-04:00,2016-09-11T22:02:05-04:00,2014-07-11T07:30:33-04:00,,"3111 S Allendale DR, Bloomington, IN, 47401"
Other,39.17186737,-86.52955627,2014-07-09T15:50:21-04:00,2016-09-11T22:02:05-04:00,2014-07-18T08:02:26-04:00,Twice so far in 2014 we have had to paint over graffiti on the building and dumpster surround.,"405 E 10th ST, Bloomington, IN, 47408"
Other,39.16947174,-86.53716278,2014-07-11T11:07:05-04:00,2016-09-11T22:02:05-04:00,2014-07-11T14:43:16-04:00,Tag on Johnson's Creamery on B-line side.,"322дус420 W 8th St, Bloomington, IN"
Other,39.16802216,-86.53371429,2014-07-11T14:46:23-04:00,2016-09-11T22:02:05-04:00,2014-07-11T14:48:29-04:00,Tags on door.,"219 N Walnut ST, Bloomington, IN, 47404"
Other,,,2014-07-11T19:33:40-04:00,2016-09-11T22:02:05-04:00,2014-07-18T15:15:13-04:00,Wall at the corner of 2nd and Washington across from Gold Casters Fine Jewelry,
Do Not Contact,,,2014-07-14T09:37:46-04:00,2016-09-11T22:02:05-04:00,2014-07-14T15:30:20-04:00,written graffiti on wall,105 W 4th ST
Do Not Contact,,,2014-07-14T09:44:25-04:00,2016-09-11T22:02:05-04:00,2014-07-14T15:28:19-04:00,graffiti painted on parking garage,105 W 4th ST
Do Not Contact,,,2014-07-14T09:51:39-04:00,2016-09-11T22:02:05-04:00,2014-07-14T09:55:31-04:00,graffiti painted on electric box,"222 South Walnut Street, Bloomington, IN"
Do Not Contact,39.16775894,-86.53646851,2014-07-18T15:22:07-04:00,2016-09-11T22:02:05-04:00,2014-07-18T15:26:48-04:00,spray paint on bank wall next to b-line,"Bloomington Rail Trail, Bloomington, IN"
Police Report,39.16064453,-86.53317261,2014-07-22T19:29:43-04:00,2016-09-11T22:02:05-04:00,2014-07-23T11:40:58-04:00,"WHITE SPRAY-PAINT ON THE EAST WALL OF STAHL FURNITURE WITH THE WORDS ""FREE GAZA FUCK THE IDF""","515 S Walnut ST, Bloomington, IN, 47401"
Other,39.15803528,-86.51432037,2014-07-22T19:34:24-04:00,2016-09-11T22:02:05-04:00,2014-07-23T11:33:44-04:00,ACAB IN BLACK SPRAY-PAINT ON SIDE WALK,"841 S Sheridan DR, Bloomington, IN, 47401"
Other,,,2014-07-28T13:34:26-04:00,2016-09-11T22:02:05-04:00,2014-07-29T10:20:16-04:00,Several parking meetings on 4th Street between Washington and Lincoln have been tagged with TCB markings.,
Other,,,2014-07-30T12:27:22-04:00,2016-09-11T22:02:05-04:00,2014-08-01T15:15:03-04:00,"New graffiti on the rear wall & 1 rear window on rear side of building at 328 S. Walnut Street, Bloomington, IN 47401. The rear side of building borders an alley",
Other,,,2014-08-22T16:09:30-04:00,2016-09-11T22:02:05-04:00,2014-08-27T14:48:15-04:00,"""ARTS!"" written in what apears to be a tar-based sealant, maybe from a calk gun dispenser and tube",
Other,,,2014-08-24T13:57:13-04:00,2016-09-11T22:02:05-04:00,2014-08-25T14:48:12-04:00,Underneath the trestle where 11th dodges under the train. Abusive to police.,
Phone Call,39.17522049,-86.54116821,2014-08-25T15:52:45-04:00,2016-09-11T22:02:05-04:00,2014-09-21T13:07:26-04:00,,"702 W 13th ST, Bloomington, IN, 47404"
Other,39.16034317,-86.53356934,2014-08-26T08:30:21-04:00,2016-09-11T22:02:05-04:00,2014-08-28T10:59:18-04:00,,"501 S Walnut ST, Bloomington, IN, 47401"
Other,,,2014-08-29T13:14:45-04:00,2016-09-11T22:02:05-04:00,2014-09-08T14:29:59-04:00,There is graffiti on the utility boxes along Winslow Rd from Walnut to Highland,
Other,39.17465591,-86.53820038,2014-09-02T14:13:57-04:00,2016-09-11T22:02:05-04:00,2014-09-21T12:58:00-04:00,"Hi again, you know its me ;-)The graffiti is back on the overpass on Rogers just north of the Rogers and 11th St. intersection. Places that were cleaned up have graffiti painted over them. There is the word ""ORDEAL"" written on the west wall and various other fresh taggings that really mean nothing to me except they are ugly. This area of town is in an ascension period and this overpass will probably need to be watched carefully. I will help. You don't need to contact me when you have had time to touch it up. You do an excellent job with this site.","851-875 North Rogers Street, Bloomington, IN"
Police Report,39.16529465,-86.53766632,2014-09-05T19:44:26-04:00,2016-09-11T22:02:05-04:00,2014-09-08T14:23:26-04:00,VANDALISM TO BICYCLE APARTMENTS ADVERTISEMENT SIGN BY WRITING ON IT.,"200 S Madison ST, Bloomington, IN, 47404"
Police Report,39.16004562,-86.53409576,2014-09-05T19:56:04-04:00,2016-09-11T22:02:05-04:00,2014-09-08T14:21:48-04:00,SOUTH SIDE WALL OF ACE PAWN SHOP SPRAY-PAINTED WITH GRAFFITI IN BLACK LETTERS.,"532 S Walnut ST, Bloomington, IN, 47403"
Police Report,,,2014-09-05T20:26:06-04:00,2016-09-11T22:02:05-04:00,2014-09-08T14:20:58-04:00,"SEVERAL DOORS OF SHOPS IN REAR ALLEY AT WINSLOW PLAZA WERE VANDALIZED WITH GRAFFITI, APPEARS WHITE AND BLACK MARKERS.",
Police Report,39.16610718,-86.53591156,2014-09-05T20:29:27-04:00,2016-09-11T22:02:05-04:00,2014-09-12T07:11:09-04:00,MURALS ON SOUTHWEST SIDE OF BUILDING OF HYATT PLACE HOTEL SPRAY-PAINTED WITH GRAFFITI.,"217 W Kirkwood AVE, Bloomington, IN, 47404"
Police Report,39.16543198,-86.53923798,2014-09-05T20:33:34-04:00,2016-09-11T22:02:05-04:00,2014-09-08T13:44:49-04:00,GRAFFITI TO DOOR AT PROSPECT HILL PLACE AND TWO UTILITY BOXES OWNED BY DUKE ENERGY.,"511 W 4th ST, Bloomington, IN, 47404"
Police Report,39.16529465,-86.53766632,2014-09-05T20:37:40-04:00,2016-09-11T22:02:05-04:00,2014-09-08T13:43:09-04:00,BICYCLE APARTMENTS SIGN WAS VANDALIZED WITH GRAFFITI.,"200 S Madison ST, Bloomington, IN, 47404"
Other,39.16253281,-86.53333282,2014-09-09T08:29:11-04:00,2016-09-11T22:02:05-04:00,2014-09-19T14:55:35-04:00,Several buildings vandalized with spray paint. Broken glass door.,"409 S Walnut ST, Bloomington, IN, 47401"
Other,,,2014-09-11T10:52:03-04:00,2016-09-11T22:02:05-04:00,2014-09-19T14:24:49-04:00,"Graffiti on the south and east side of the Monroe County History Center, large black wording on both sides.",
Other,39.15835953,-86.53214264,2014-09-18T10:43:26-04:00,2016-09-11T22:02:05-04:00,2014-09-19T12:46:28-04:00,Shoes hanging from powerline,"201дус261 E Wylie St, Bloomington, IN"
Other,,,2014-09-19T15:30:07-04:00,2016-09-11T22:02:05-04:00,2014-09-22T13:48:47-04:00,There is graffiti along Winslow Rd from Walnut to Highland Ave.,
Police Report,39.1374321,-86.52656555,2014-09-20T16:34:15-04:00,2016-09-11T22:02:05-04:00,2014-09-21T10:59:15-04:00,SPRAY-PAINTED GRAFFITI ON THE BACK DOOR OF BUSNESS,"305 E Winslow RD, Bloomington, IN, 47401"
Police Report,39.1374321,-86.52599335,2014-09-20T16:40:15-04:00,2016-09-11T22:02:05-04:00,2014-09-21T10:57:51-04:00,"UNKNOWN SUBJECT USED A GREEN BLUISH PEN ON THE BACK DOORS OF THE BUSINESS WITH THE WORD ""MOTZ""","315 E Winslow RD, Bloomington, IN, 47401"
Other,,,2014-09-24T10:09:50-04:00,2016-09-11T22:02:05-04:00,2014-09-29T08:36:20-04:00,At southeast corner of Rodgers and country club building is covered with graffiti,
Other,,,2014-09-24T11:59:55-04:00,2016-09-11T22:02:05-04:00,2014-10-02T07:49:58-04:00,Graffiti on east side retaining wall of renwick along Sare road.,
Other,39.16252136,-86.53338623,2014-09-30T18:03:44-04:00,2016-09-11T22:02:05-04:00,2014-10-02T07:48:44-04:00,Graffiti on fence/wall visible from walnut street. Buildings south of chocolate moose.,"409 S Walnut ST, Bloomington, IN, 47401"
Other,39.16780853,-86.53286743,2014-10-01T12:52:19-04:00,2016-09-11T22:02:05-04:00,2014-10-04T10:26:11-04:00,,"115 E 6th St, Bloomington, IN"
Other,39.17844391,-86.53474426,2014-10-02T18:00:43-04:00,2016-09-11T22:02:05-04:00,2014-10-04T10:29:30-04:00,"Black marker used to circle ""A's"" in business sign: SHEAN LAW","1221-1399 North College Avenue, Bloomington, IN"
Other,39.1697464,-86.5366745,2014-10-09T18:10:40-04:00,2016-09-11T22:02:05-04:00,2014-10-10T15:11:17-04:00,jehehe,"322дус420 W 8th St, Bloomington, IN"
Other,39.13948441,-86.52282715,2014-10-31T09:31:14-04:00,2016-09-11T22:02:05-04:00,2014-10-31T14:22:59-04:00,graffiti on stop sign makes sign hard to see,"2301 S Burberry LN, Bloomington, IN, 47401"
Other,39.16769028,-86.53304291,2014-11-04T11:51:09-05:00,2016-09-11T22:02:05-04:00,2014-11-07T08:06:49-05:00,,"105 E 6th St, Bloomington, IN"
Other,39.16864777,-86.53312683,2014-11-04T11:54:13-05:00,2016-09-11T22:02:05-04:00,2014-11-06T15:30:21-05:00,,
Other,39.1686821,-86.53288269,2014-11-04T14:50:34-05:00,2016-09-11T22:02:05-04:00,2014-11-10T10:20:27-05:00,,"301 N Washington ST, Bloomington, IN, 47408"
Other,39.17413712,-86.53092957,2014-11-05T16:27:46-05:00,2016-09-11T22:02:05-04:00,2014-11-10T10:26:09-05:00,Black marker tagging my fence,"810 N Lincoln ST, Bloomington, IN, 47408"
Other,39.16770935,-86.53649139,2014-11-05T22:00:15-05:00,2016-09-11T22:02:05-04:00,2014-11-10T10:24:44-05:00,"Vulgar calls for chaos, rebellion, and instigating gang-related activity","Bloomington Rail Trail, Bloomington, IN"
Other,39.17518234,-86.54124451,2014-11-16T15:00:53-05:00,2016-09-11T22:02:05-04:00,2014-11-20T13:38:52-05:00,"A few months ago (Beginning of September), I noticed spray paint graffiti on the front of the detached garage belonging to the house that I rent at 702 W. 13th St. My landlord asked that I file a report in addition to one that she filed (I believe for insurance purposes). Since this happened a little while ago, I'm happy to answer any follow up questions needed to file a report.","702 W 13th ST, Bloomington, IN, 47404"
Other,39.16853333,-86.53317261,2014-11-18T13:40:41-05:00,2016-09-11T22:02:05-04:00,2014-11-20T14:14:15-05:00,,"100дус198 E 7th St, Bloomington, IN"
Other,39.1584816,-86.5318222,2014-11-27T09:51:19-05:00,2016-09-11T22:02:05-04:00,2014-11-29T07:39:14-05:00,"Graffiti has been on garage for months. Alley between Lincoln and Washington, north of Wylie.","209 E Wylie ST, Bloomington, IN, 47401"
Other,39.18489838,-86.54425812,2014-12-09T13:43:09-05:00,2016-09-11T22:02:05-04:00,2014-12-12T10:53:04-05:00,Stockade fence separating apartment complex from trailer park has been sprayed with grafitti,"1005 W Cascade AVE, Bloomington, IN, 47404"
Police Report,,,2014-12-09T17:02:13-05:00,2016-09-11T22:02:05-04:00,2014-12-12T12:29:41-05:00,"Spray paint used to write ""love bear"" on the rear of Farm Restaurant.","108 E Kirkwood AVE, Bloomington, IN"
Police Report,39.15641785,-86.53440094,2014-12-09T17:04:17-05:00,2016-09-11T22:02:05-04:00,2014-12-11T14:57:34-05:00,Employee from Cardinal Stage reported they had graffiti on their building.,"900 S Walnut ST, Bloomington, IN, 47403"
Police Report,39.15641785,-86.53440094,2014-12-09T17:04:19-05:00,2016-09-11T22:02:05-04:00,2014-12-11T14:55:52-05:00,Employee from Cardinal Stage reported they had graffiti on their building.,"900 S Walnut ST, Bloomington, IN, 47403"
Police Report,39.16394424,-86.52953339,2014-12-09T17:07:29-05:00,2016-09-11T22:02:05-04:00,2015-05-13T08:07:16-04:00,Employee from Bloomington Accounts reported graffiti was spray painted on the side of the building.,"321 S Grant ST, Bloomington, IN, 47401"
Police Report,39.17304993,-86.54445648,2014-12-09T17:12:29-05:00,2016-09-11T22:02:05-04:00,2014-12-11T14:59:07-05:00,Graffiti spray painted on a wall of the Opportunity House,"907 W 11th ST, Bloomington, IN, 47404"
Police Report,39.15754318,-86.52388763,2014-12-09T17:17:26-05:00,2016-09-11T22:02:05-04:00,2014-12-11T07:03:41-05:00,HOME OWNER REPORTED AN UNKNOWN SUBJECT APPLIED SPRAY PAINT TO PART OF THEIR FENCE.,"818 E Maxwell LN, Bloomington, IN, 47401"
Police Report,,,2014-12-09T17:26:42-05:00,2016-09-11T22:02:05-04:00,2014-12-11T07:01:20-05:00,"Was reported at the construction site for Habitat for Humanity green spray paint was used on the man holes with the words ""tub"" and ""soth.""",
Police Report,39.1709671,-86.5326004,2014-12-09T17:31:52-05:00,2016-09-11T22:02:05-04:00,2014-12-11T06:59:17-05:00,GOLD SPRAY PAINT USED ON A 2004 HYUNDAI SANTA FE AND AUDI A8.,"515 N Washington ST, Bloomington, IN, 47408"
Police Report,39.1709671,-86.5326004,2014-12-09T17:35:38-05:00,2016-09-11T22:02:05-04:00,2014-12-11T06:58:34-05:00,"THREE VEHICLES VANDALIZED WITH BLACK SPRAY PAINT ON THE DRIVER'S DOOR, DEPICTING WHAT APPEARED TO BE A MALE GENITALIA AND #20 WITH A SMILEY FACE.","515 N Washington ST, Bloomington, IN, 47408"
Police Report,39.1723938,-86.53282166,2014-12-09T17:38:11-05:00,2016-09-11T22:02:05-04:00,2014-12-11T06:57:04-05:00,BLACK SPRAY PAINT USED ON THE REAR PASSENGER DOOR OF VEHICLE.,"112 E Cottage Grove AVE, Bloomington, IN, 47408"
Police Report,39.17238235,-86.53334045,2014-12-09T17:40:52-05:00,2016-09-11T22:02:05-04:00,2014-12-11T06:55:12-05:00,ORANGE SPRAY PAINT #20 ON A BLACK VEHICLE FRONT PASSENGER DOOR.,"100 E Cottage Grove AVE, Bloomington, IN, 47408"
Other,,,2014-12-11T09:10:14-05:00,2016-09-11T22:02:05-04:00,2014-12-11T14:23:22-05:00,graffiti on my 'no parking' sign,
Other,39.17334366,-86.54222107,2014-12-19T13:49:21-05:00,2016-09-11T22:02:05-04:00,2014-12-20T08:39:03-05:00,"""f the police"" graffiti on the west side of an apartment building.","800 W 11th ST, Bloomington, IN, 47404"
Other,39.1656723,-86.54219055,2015-01-15T09:31:33-05:00,2016-09-11T22:02:05-04:00,2015-01-15T10:53:08-05:00,At least 2 of the stop signs have been tagged.,"111-199 South Maple Street, Bloomington, IN"
Other,,,2015-01-20T09:29:04-05:00,2016-09-11T22:02:05-04:00,2015-02-05T14:23:19-05:00,There is a poster display area on the corner of Kirkwood and Washington (the southwest corner) that has been tagged for the second time in the past couple weeks with the same symbol,
Other,39.16007614,-86.52882385,2015-01-27T12:10:11-05:00,2016-09-11T22:02:05-04:00,2015-01-29T11:38:27-05:00,Constant notes on car for parking when there is no evident issue with parking. I'm afraid they will bust my window next. I have contacted the apartment manager and they say there is nothing they can do. I believe an investigation should be started to find out who is writing the notes. I have a valid permit for parking in the complex. But my designated spot was taken. So I parked in another available spot.,"418 E University ST, Bloomington, IN, 47401"
Other,39.16007614,-86.52882385,2015-01-27T12:10:24-05:00,2016-09-11T22:02:05-04:00,2015-01-29T11:43:16-05:00,Constant notes on car for parking when there is no evident issue with parking. I'm afraid they will bust my window next. I have contacted the apartment manager and they say there is nothing they can do. I believe an investigation should be started to find out who is writing the notes. I have a valid permit for parking in the complex. But my designated spot was taken. So I parked in another available spot.,"418 E University ST, Bloomington, IN, 47401"
Police Report,39.16638947,-86.53713226,2015-02-02T17:01:11-05:00,2016-09-11T22:02:05-04:00,2015-02-05T14:21:29-05:00,UNKNOWN SUBJECT SPRAY PAINTED GRAFFITI ON THE CONCRETE WALL.,"315 W Kirkwood AVE, Bloomington, IN, 47404"
Other,,,2015-02-11T07:39:23-05:00,2016-09-11T22:02:05-04:00,2015-02-12T09:12:42-05:00,"graffiti on the back of the speed limit sign outside the front of our house, 1221 W 6th St., Bloomington",
Police Report,39.17742538,-86.53330231,2015-02-11T15:08:28-05:00,2016-09-11T22:02:05-04:00,2015-02-12T14:55:53-05:00,"Carport and mailboxes, owned by Shaw Rentals was spray painted with red and black paint.","1116 N Walnut ST, Bloomington, IN, 47408"
Other,,,2015-02-16T17:28:43-05:00,2016-09-11T22:02:05-04:00,2015-02-19T06:30:49-05:00,"shoes thrown over telephone wires becoming dangerously low. N dunn st, in front of cedar creek apartments, close to bypass.",
Other,39.1653595,-86.53778839,2015-02-18T09:59:20-05:00,2016-09-11T22:02:05-04:00,2015-02-20T06:32:50-05:00,tagging with black spray paint on the back (north-south alley) side of the (former) Bicycle Apartments - tag is approx 2' by 4' in size,"200 S Madison ST, Bloomington, IN, 47404"
Police Report,39.1615715,-86.53268433,2015-02-23T15:14:11-05:00,2016-09-11T22:02:05-04:00,2015-02-27T09:32:23-05:00,"GOLD SPRAY PAINT OVER BOTHER EAST-FACING FRONT WINDOWS WITH THE WORDS ""ROB ME"" AND ANARCHY SIGN ON ANOTHER WINDOW. NO SUSPECTS.","430 S Washington ST, Bloomington, IN, 47401"
Police Report,,,2015-02-23T15:17:57-05:00,2016-09-11T22:02:05-04:00,2015-02-27T09:30:58-05:00,"FRONT WALL SPRAY PAINTED ALONG 7TH STREET WITH THE WORDS IN RED ""BLACK LIVES MATTER"" AND IN BLUE "" COP LIVES DON'T"" TO THE RIGHT.","930 W 7th ST, Bloomington, IN"
Police Report,39.16635895,-86.53771973,2015-02-23T15:21:17-05:00,2016-09-11T22:02:05-04:00,2015-02-26T13:55:16-05:00,"UNKNOWN PERSON USED SPRAY PAINT AND PAINTED AN M, K, Y, A, AND A REVERSED SMALL FACE F ON THE WEST SIDE OF HOUSE.","403 W Kirkwood AVE, Bloomington, IN, 47404"
Police Report,,,2015-02-23T15:30:52-05:00,2016-09-11T22:02:05-04:00,2015-02-26T06:38:25-05:00,"GUYS & DOLLIES LLC 2001 FORD E-350 WORK TRUCK SPRAY PAINED WITH SILVER AND BLACK STRAY PAINT ON THE GREEN VINYL WRAP ON THE TRUCK WITH THE WORDS ""DOCTOR Y"" AND RED SPRAY PAINT WITH ""STK"" AND ""EKANE"". THERE WERE THREE OTHER TAGS IN WHITE ON THE DRIVER'S SIDE OF THE VEHICLE.",
Police Report,39.17850113,-86.53734589,2015-02-23T15:34:25-05:00,2016-09-11T22:02:05-04:00,2015-02-26T10:38:52-05:00,"UNKNOWN SUBJECT SPRAY-PAINTED  THE STEPS, WALLS, AND SUPPORT POLE OF THE BUILDING CAUSING DAMAGE TO THE METAL, CONCRETE AND BRICK OF KENWOOD TERRACE APARTMENTS.","326 W Kenwood DR, Bloomington, IN, 47404"
Other,,,2015-03-06T12:33:23-05:00,2016-09-11T22:02:05-04:00,2015-03-06T12:51:00-05:00,"I am the President of Sigma Phi Epsilon, a fraternity on campus at Indiana University. On the night/morning of February 26-27 our chapter stone was vandalized. What looks to be black spray paint was used and inappropriate words and images were superimposed over the crest and name engraved on the stone. The stone itself is located on the south end of our property. Our address is 815 N. Jordan Avenue, Bloomington, IN 47406. Our security cameras unfortunately do not capture this area of the property.",
Other,39.14982224,-86.50861359,2015-03-18T19:30:23-04:00,2016-09-11T22:02:05-04:00,2015-03-19T09:22:24-04:00,,"1512 S High ST, Bloomington, IN, 47401"
Other,39.14982224,-86.50861359,2015-03-18T19:30:45-04:00,2016-09-11T22:02:05-04:00,2015-03-19T09:24:24-04:00,,"1512 S High ST, Bloomington, IN, 47401"
Other,,,2015-03-25T15:42:31-04:00,2016-09-11T22:02:05-04:00,2015-03-26T09:22:48-04:00,401 E 10th St.  Graffiti is on the dumpster surround behind (north of) the building.,
Other,,,2015-04-10T20:40:43-04:00,2017-05-08T11:47:04-04:00,2015-04-13T09:08:57-04:00,graffiti at lamppost 153 on the north B-Line,
Other,,,2015-04-16T10:05:16-04:00,2016-09-11T22:02:05-04:00,2015-04-18T11:31:07-04:00,some work and legs then another work above it,
Other,,,2015-04-20T13:54:49-04:00,2016-09-11T22:02:05-04:00,2015-04-23T06:41:42-04:00,White tagging on ramp,
Other,39.16724777,-86.53197479,2015-04-25T10:41:07-04:00,2016-09-11T22:02:05-04:00,2015-05-02T09:12:43-04:00,Large graffiti on south wall of Monroe County History Center (alley side) appeared over night Friday April 24.,"202 East 6th Street, Bloomington, IN"
Other,39.16675568,-86.53754425,2015-04-25T11:37:45-04:00,2016-09-11T22:02:05-04:00,2015-05-03T10:56:33-04:00,All Cops Are Darren Wilson . done sometime friday evening to saturday morning,"101-151 North Madison Street, Bloomington, IN"
Other,39.17329788,-86.54231262,2015-04-29T14:54:51-04:00,2016-09-11T22:02:05-04:00,2015-05-02T12:29:03-04:00,Apartment at 800 W. 11th Street has graffiti. Thank you! (reported via Twitter),"800 W 11th ST, Bloomington, IN, 47404"
Other,39.16558075,-86.53082275,2015-05-09T18:06:48-04:00,2016-09-11T22:02:05-04:00,2015-05-10T13:37:01-04:00,Spray paint on public art,"301дус399 E 4th St, Bloomington, IN"
Other,39.16919327,-86.53457642,2015-05-13T20:41:35-04:00,2016-09-11T22:02:05-04:00,2015-05-17T15:16:01-04:00,old banners and signs on trees graffiti on sildwalks,"320 N College AVE, Bloomington, IN, 47404"
Other,39.16772461,-86.53302002,2015-05-18T14:43:22-04:00,2016-09-11T22:02:05-04:00,2015-05-22T15:00:37-04:00,,"105 E 6th St, Bloomington, IN"
Other,,,2015-05-19T07:50:33-04:00,2016-09-11T22:02:05-04:00,2015-05-22T15:03:47-04:00,"""mushin"" and images on 3 garage doors, and front corner of building.",
Other,,,2015-05-20T17:09:46-04:00,2016-09-11T22:02:05-04:00,2015-05-29T06:57:01-04:00,Graffiti on the side and back of our shed in parking lot.,
Walk In,,,2015-06-02T11:19:07-04:00,2016-09-11T22:02:05-04:00,2015-07-01T12:53:08-04:00,graffiti,
Walk In,,,2015-06-09T11:45:41-04:00,2016-09-11T22:02:05-04:00,2015-06-09T11:53:14-04:00,grafftit,
Other,,,2015-06-18T17:36:42-04:00,2016-09-11T22:02:05-04:00,2015-06-23T14:02:33-04:00,We have problems in this ally with graffiti and homeless fights.,
Other,,,2015-06-29T18:01:45-04:00,2016-09-11T22:02:05-04:00,2015-07-01T15:20:35-04:00,I was contacted by the city graffiti team and asked to purchase paint for them to use on graffiti.  They have not returned to get the paint.  The safe and civil number goes to a busy signal every time.,
Other,,,2015-07-02T07:39:44-04:00,2017-05-08T11:47:04-04:00,2015-07-06T15:48:01-04:00,Graffiti along jackson creek trail. Not here yesterday. Looks like a penis. On trail sign. Nearer to barn side of trail.,
Other,,,2015-07-02T07:43:38-04:00,2017-05-08T11:47:04-04:00,2015-07-06T15:48:50-04:00,More graffiti. Next sign.,
